Q_5066
"No Response",-1
Q_5067
"Not at all",0
Extremely,10
Q_5068
"Not at all",0
Extremely,10
Q_5069
"Not at all",0
Extremely,10
Q_5070
"Not at all",0
Extremely,10
Q_5071
"Not at all",0
Extremely,10
Q_5072
"Not at all",0
Extremely,10
Q_5073
"Not at all",0
Extremely,10
Q_5074
"Not at all",0
Extremely,10
Q_5075
"Not at all",0
Extremely,10
Q_5076
"Not at all",0
Extremely,10
Q_5077
"Not at all",0
Extremely,10
Q_5078
"Not at all",0
Extremely,10
Q_5079
"Not at all",0
Extremely,10
Q_5080
Yes,1
No,2
Q_5081
"Not at all",1
Extremely,10
Q_5082
"No Response",-1
Q_5083
Unpleasant,1
Pleasant,10
Q_5084
"Not at all",1
Extremely,10
Q_5085
"Not at all",1
Extremely,10
Q_5086
"Not at all",1
Extremely,10
Q_5087
"No Response",-1
Q_5088
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
Q_5089
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
Q_5090
"No Response",-1
Q_5091
"No Response",-1
Q_5146
"Not at all",0
Extremely,10
Q_5165
"Not at all",0
Extremely,10
Q_5166
"No Response",-1
Q_5167
"No Response",-1
Q_5265
"No pain",0
"Extreme pain",10
Q_5301
"No Response",-1
Q_5310
"No Response",-1
Q_5453
"No Response",-1
Q_5454
"No Response",-1
Q_5471
"No pain",0
"Extreme pain",10
Q_5476
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
"No Response",-1
